ID;Notional;Counterparty
1775;1775000;A
1776;1776000;B
1777;1777000;A
1778;1778000;B
1779;1779000;A
1780;1780000;B
1781;1781000;A
1782;1782000;B
1783;1783000;A
1784;1784000;B
1785;1785000;A
1786;1786000;B
1787;1787000;A
1788;1788000;B
1789;1789000;A
1790;1790000;B
1791;1791000;A
1792;1792000;B
1793;1793000;A
1794;1794000;B
1795;1795000;A
1796;1796000;B
1797;1797000;A
1798;1798000;B
1799;1799000;A
1800;1800000;B
1801;1801000;A
1802;1802000;B
1803;1803000;A
1804;1804000;B
1805;1805000;A
1806;1806000;B
1807;1807000;A
1808;1808000;B
1809;1809000;A
1810;1810000;B
1811;1811000;A
1812;1812000;B
1813;1813000;A
1814;1814000;B
1815;1815000;A
1816;1816000;B
1817;1817000;A
1818;1818000;B
1819;1819000;A
1820;1820000;B
1821;1821000;A
1822;1822000;B
1823;1823000;A
1824;1824000;B
1825;1825000;A
1826;1826000;B
1827;1827000;A
1828;1828000;B
1829;1829000;A
1830;1830000;B
1831;1831000;A
1832;1832000;B
1833;1833000;A
1834;1834000;B
1835;1835000;A
1836;1836000;B
1837;1837000;A
1838;1838000;B
1839;1839000;A
1840;1840000;B
1841;1841000;A
1842;1842000;B
1843;1843000;A
1844;1844000;B
1845;1845000;A
1846;1846000;B
1847;1847000;A
1848;1848000;B
1849;1849000;A
1850;1850000;B
1851;1851000;A
1852;1852000;B
1853;1853000;A
1854;1854000;B
1855;1855000;A
1856;1856000;B
1857;1857000;A
1858;1858000;B
1859;1859000;A
1860;1860000;B
1861;1861000;A
1862;1862000;B
1863;1863000;A
1864;1864000;B
1865;1865000;A
1866;1866000;B
1867;1867000;A
1868;1868000;B
1869;1869000;A
1870;1870000;B
1871;1871000;A
1872;1872000;B
1873;1873000;A
1874;1874000;B
1875;1875000;A
1876;1876000;B
1877;1877000;A
1878;1878000;B
1879;1879000;A
1880;1880000;B
1881;1881000;A
1882;1882000;B
1883;1883000;A
1884;1884000;B
1885;1885000;A
1886;1886000;B
1887;1887000;A
1888;1888000;B
1889;1889000;A
1890;1890000;B
1891;1891000;A
1892;1892000;B
1893;1893000;A
1894;1894000;B
1895;1895000;A
1896;1896000;B
1897;1897000;A
1898;1898000;B
1899;1899000;A
1900;1900000;B
1901;1901000;A
1902;1902000;B
1903;1903000;A
1904;1904000;B
1905;1905000;A
1906;1906000;B
1907;1907000;A
1908;1908000;B
1909;1909000;A
1910;1910000;B
1911;1911000;A
1912;1912000;B
1913;1913000;A
1914;1914000;B
1915;1915000;A
1916;1916000;B
1917;1917000;A
1918;1918000;B
1919;1919000;A
1920;1920000;B
1921;1921000;A
1922;1922000;B
1923;1923000;A
1924;1924000;B
1925;1925000;A
1926;1926000;B
1927;1927000;A
1928;1928000;B
1929;1929000;A
1930;1930000;B
1931;1931000;A
1932;1932000;B
1933;1933000;A
1934;1934000;B
1935;1935000;A
1936;1936000;B
1937;1937000;A
1938;1938000;B
1939;1939000;A
1940;1940000;B
1941;1941000;A
1942;1942000;B
1943;1943000;A
1944;1944000;B
1945;1945000;A
1946;1946000;B
1947;1947000;A
1948;1948000;B
1949;1949000;A
1950;1950000;B
1951;1951000;A
1952;1952000;B
1953;1953000;A
1954;1954000;B
1955;1955000;A
1956;1956000;B
1957;1957000;A
1958;1958000;B
1959;1959000;A
1960;1960000;B
1961;1961000;A
1962;1962000;B
1963;1963000;A
1964;1964000;B
1965;1965000;A
1966;1966000;B
1967;1967000;A
1968;1968000;B
1969;1969000;A
1970;1970000;B
1971;1971000;A
1972;1972000;B
1973;1973000;A
1974;1974000;B
1975;1975000;A
1976;1976000;B
1977;1977000;A
1978;1978000;B
1979;1979000;A
1980;1980000;B
1981;1981000;A
1982;1982000;B
1983;1983000;A
1984;1984000;B
1985;1985000;A
1986;1986000;B
1987;1987000;A
1988;1988000;B
1989;1989000;A
1990;1990000;B
1991;1991000;A
1992;1992000;B
1993;1993000;A
1994;1994000;B
1995;1995000;A
1996;1996000;B
1997;1997000;A
1998;1998000;B
1999;1999000;A
2000;2000000;B
2001;2001000;A
2002;2002000;B
2003;2003000;A
2004;2004000;B
2005;2005000;A
2006;2006000;B
2007;2007000;A
2008;2008000;B
2009;2009000;A
2010;2010000;B
2011;2011000;A
2012;2012000;B
2013;2013000;A
2014;2014000;B
2015;2015000;A
2016;2016000;B
2017;2017000;A
2018;2018000;B
2019;2019000;A
2020;2020000;B
2021;2021000;A
2022;2022000;B
2023;2023000;A
2024;2024000;B
2025;2025000;A
2026;2026000;B
2027;2027000;A
2028;2028000;B
2029;2029000;A
2030;2030000;B
2031;2031000;A
2032;2032000;B
2033;2033000;A
2034;2034000;B
2035;2035000;A
2036;2036000;B
2037;2037000;A
2038;2038000;B
2039;2039000;A
2040;2040000;B
2041;2041000;A
2042;2042000;B
2043;2043000;A
2044;2044000;B
2045;2045000;A
2046;2046000;B
2047;2047000;A
2048;2048000;B
2049;2049000;A
2050;2050000;B
2051;2051000;A
2052;2052000;B
2053;2053000;A
2054;2054000;B
2055;2055000;A
2056;2056000;B
2057;2057000;A
2058;2058000;B
2059;2059000;A
2060;2060000;B
2061;2061000;A
2062;2062000;B
2063;2063000;A
2064;2064000;B
2065;2065000;A
2066;2066000;B
2067;2067000;A
2068;2068000;B
2069;2069000;A
2070;2070000;B
2071;2071000;A
2072;2072000;B
2073;2073000;A
2074;2074000;B
2075;2075000;A
2076;2076000;B
2077;2077000;A
2078;2078000;B
2079;2079000;A
2080;2080000;B
2081;2081000;A
2082;2082000;B
2083;2083000;A
2084;2084000;B
2085;2085000;A
2086;2086000;B
2087;2087000;A
2088;2088000;B
2089;2089000;A
2090;2090000;B
2091;2091000;A
2092;2092000;B
2093;2093000;A
2094;2094000;B
2095;2095000;A
2096;2096000;B
2097;2097000;A
2098;2098000;B
2099;2099000;A
2100;2100000;B
2101;2101000;A
2102;2102000;B
2103;2103000;A
2104;2104000;B
2105;2105000;A
2106;2106000;B
2107;2107000;A
2108;2108000;B
2109;2109000;A
2110;2110000;B
2111;2111000;A
2112;2112000;B
2113;2113000;A
2114;2114000;B
2115;2115000;A
2116;2116000;B
2117;2117000;A
2118;2118000;B
2119;2119000;A
2120;2120000;B
2121;2121000;A
2122;2122000;B
2123;2123000;A
2124;2124000;B
2125;2125000;A
2126;2126000;B
2127;2127000;A
2128;2128000;B
2129;2129000;A
2130;2130000;B
2131;2131000;A
2132;2132000;B
2133;2133000;A
2134;2134000;B
2135;2135000;A
2136;2136000;B
2137;2137000;A
2138;2138000;B
2139;2139000;A
2140;2140000;B
2141;2141000;A
2142;2142000;B
2143;2143000;A
2144;2144000;B
2145;2145000;A
2146;2146000;B
2147;2147000;A
2148;2148000;B
2149;2149000;A
2150;2150000;B
2151;2151000;A
2152;2152000;B
2153;2153000;A
2154;2154000;B
2155;2155000;A
2156;2156000;B
2157;2157000;A
2158;2158000;B
2159;2159000;A
2160;2160000;B
2161;2161000;A
2162;2162000;B
2163;2163000;A
2164;2164000;B
2165;2165000;A
2166;2166000;B
2167;2167000;A
2168;2168000;B
2169;2169000;A
2170;2170000;B
2171;2171000;A
2172;2172000;B
2173;2173000;A
2174;2174000;B
2175;2175000;A
2176;2176000;B
2177;2177000;A
2178;2178000;B
2179;2179000;A
2180;2180000;B
2181;2181000;A
2182;2182000;B
2183;2183000;A
2184;2184000;B
2185;2185000;A
2186;2186000;B
2187;2187000;A
2188;2188000;B
2189;2189000;A
2190;2190000;B
2191;2191000;A
2192;2192000;B
2193;2193000;A
2194;2194000;B
2195;2195000;A
2196;2196000;B
2197;2197000;A
2198;2198000;B
2199;2199000;A
2200;2200000;B
2201;2201000;A
2202;2202000;B
2203;2203000;A
2204;2204000;B
2205;2205000;A
2206;2206000;B
2207;2207000;A
2208;2208000;B
2209;2209000;A
2210;2210000;B
2211;2211000;A
2212;2212000;B
2213;2213000;A
2214;2214000;B
2215;2215000;A
2216;2216000;B
2217;2217000;A
2218;2218000;B
2219;2219000;A
2220;2220000;B
2221;2221000;A
2222;2222000;B
2223;2223000;A
2224;2224000;B
2225;2225000;A
2226;2226000;B
2227;2227000;A
2228;2228000;B
2229;2229000;A
2230;2230000;B
2231;2231000;A
2232;2232000;B
2233;2233000;A
2234;2234000;B
2235;2235000;A
2236;2236000;B
2237;2237000;A
2238;2238000;B
2239;2239000;A
2240;2240000;B
2241;2241000;A
2242;2242000;B
2243;2243000;A
2244;2244000;B
2245;2245000;A
2246;2246000;B
2247;2247000;A
2248;2248000;B
2249;2249000;A
2250;2250000;B
2251;2251000;A
2252;2252000;B
2253;2253000;A
2254;2254000;B
2255;2255000;A
2256;2256000;B
2257;2257000;A
2258;2258000;B
2259;2259000;A
2260;2260000;B
2261;2261000;A
2262;2262000;B
2263;2263000;A
2264;2264000;B
2265;2265000;A
2266;2266000;B
2267;2267000;A
2268;2268000;B
2269;2269000;A
2270;2270000;B
2271;2271000;A
2272;2272000;B
2273;2273000;A
2274;2274000;B
2275;2275000;A
2276;2276000;B
2277;2277000;A
2278;2278000;B
2279;2279000;A
2280;2280000;B
2281;2281000;A
2282;2282000;B
2283;2283000;A
2284;2284000;B
2285;2285000;A
2286;2286000;B
2287;2287000;A
2288;2288000;B
2289;2289000;A
2290;2290000;B
2291;2291000;A
2292;2292000;B
2293;2293000;A
2294;2294000;B
2295;2295000;A
2296;2296000;B
2297;2297000;A
2298;2298000;B
2299;2299000;A
2300;2300000;B
2301;2301000;A
2302;2302000;B
2303;2303000;A
2304;2304000;B
2305;2305000;A
2306;2306000;B
2307;2307000;A
2308;2308000;B
2309;2309000;A
2310;2310000;B
2311;2311000;A
2312;2312000;B
2313;2313000;A
2314;2314000;B
2315;2315000;A
2316;2316000;B
2317;2317000;A
2318;2318000;B
2319;2319000;A
2320;2320000;B
2321;2321000;A
2322;2322000;B
2323;2323000;A
2324;2324000;B
2325;2325000;A
2326;2326000;B
2327;2327000;A
2328;2328000;B
2329;2329000;A
2330;2330000;B
2331;2331000;A
2332;2332000;B
2333;2333000;A
2334;2334000;B
2335;2335000;A
2336;2336000;B
2337;2337000;A
2338;2338000;B
2339;2339000;A
2340;2340000;B
2341;2341000;A
2342;2342000;B
2343;2343000;A
2344;2344000;B
2345;2345000;A
2346;2346000;B
2347;2347000;A
2348;2348000;B
2349;2349000;A
2350;2350000;B
2351;2351000;A
2352;2352000;B
2353;2353000;A
2354;2354000;B
2355;2355000;A
2356;2356000;B
2357;2357000;A
2358;2358000;B
2359;2359000;A
2360;2360000;B
2361;2361000;A
2362;2362000;B
2363;2363000;A
2364;2364000;B
2365;2365000;A
2366;2366000;B
2367;2367000;A
2368;2368000;B
2369;2369000;A
2370;2370000;B
2371;2371000;A
2372;2372000;B
2373;2373000;A
2374;2374000;B
2375;2375000;A
2376;2376000;B
2377;2377000;A
2378;2378000;B
2379;2379000;A
2380;2380000;B
2381;2381000;A
2382;2382000;B
2383;2383000;A
2384;2384000;B
2385;2385000;A
2386;2386000;B
2387;2387000;A
2388;2388000;B
2389;2389000;A
2390;2390000;B
2391;2391000;A
2392;2392000;B
2393;2393000;A
2394;2394000;B
2395;2395000;A
2396;2396000;B
2397;2397000;A
2398;2398000;B
2399;2399000;A
2400;2400000;B
2401;2401000;A
2402;2402000;B
2403;2403000;A
2404;2404000;B
2405;2405000;A
2406;2406000;B
2407;2407000;A
2408;2408000;B
2409;2409000;A
2410;2410000;B
2411;2411000;A
2412;2412000;B
2413;2413000;A
2414;2414000;B
2415;2415000;A
2416;2416000;B
2417;2417000;A
2418;2418000;B
2419;2419000;A
2420;2420000;B
2421;2421000;A
2422;2422000;B
2423;2423000;A
2424;2424000;B
2425;2425000;A
2426;2426000;B
2427;2427000;A
2428;2428000;B
2429;2429000;A
2430;2430000;B
2431;2431000;A
2432;2432000;B
2433;2433000;A
2434;2434000;B
2435;2435000;A
2436;2436000;B
2437;2437000;A
2438;2438000;B
2439;2439000;A
2440;2440000;B
2441;2441000;A
2442;2442000;B
2443;2443000;A
2444;2444000;B
2445;2445000;A
2446;2446000;B
2447;2447000;A
2448;2448000;B
2449;2449000;A
2450;2450000;B
2451;2451000;A
2452;2452000;B
2453;2453000;A
2454;2454000;B
2455;2455000;A
2456;2456000;B
2457;2457000;A
2458;2458000;B
2459;2459000;A
2460;2460000;B
2461;2461000;A
2462;2462000;B
2463;2463000;A
2464;2464000;B
2465;2465000;A
2466;2466000;B
2467;2467000;A
2468;2468000;B
2469;2469000;A
2470;2470000;B
2471;2471000;A
2472;2472000;B
2473;2473000;A
2474;2474000;B
2475;2475000;A
2476;2476000;B
2477;2477000;A
2478;2478000;B
2479;2479000;A
2480;2480000;B
2481;2481000;A
2482;2482000;B
2483;2483000;A
2484;2484000;B
2485;2485000;A
2486;2486000;B
2487;2487000;A
2488;2488000;B
2489;2489000;A
2490;2490000;B
2491;2491000;A
2492;2492000;B
2493;2493000;A
2494;2494000;B
2495;2495000;A
2496;2496000;B
2497;2497000;A
2498;2498000;B
2499;2499000;A
2500;2500000;B
2501;2501000;A
2502;2502000;B
2503;2503000;A
2504;2504000;B
2505;2505000;A
2506;2506000;B
2507;2507000;A
2508;2508000;B
2509;2509000;A
2510;2510000;B
2511;2511000;A
2512;2512000;B
2513;2513000;A
2514;2514000;B
2515;2515000;A
2516;2516000;B
2517;2517000;A
2518;2518000;B
2519;2519000;A
2520;2520000;B
2521;2521000;A
2522;2522000;B
2523;2523000;A
2524;2524000;B
2525;2525000;A
2526;2526000;B
2527;2527000;A
2528;2528000;B
2529;2529000;A
2530;2530000;B
2531;2531000;A
2532;2532000;B
2533;2533000;A
2534;2534000;B
2535;2535000;A
2536;2536000;B
2537;2537000;A
2538;2538000;B
2539;2539000;A
2540;2540000;B
2541;2541000;A
2542;2542000;B
2543;2543000;A
2544;2544000;B
2545;2545000;A
2546;2546000;B
2547;2547000;A
2548;2548000;B
2549;2549000;A
2550;2550000;B
2551;2551000;A
2552;2552000;B
2553;2553000;A
2554;2554000;B
2555;2555000;A
2556;2556000;B
2557;2557000;A
2558;2558000;B
2559;2559000;A
2560;2560000;B
2561;2561000;A
2562;2562000;B
2563;2563000;A
2564;2564000;B
2565;2565000;A
2566;2566000;B
2567;2567000;A
2568;2568000;B
2569;2569000;A
2570;2570000;B
2571;2571000;A
2572;2572000;B
2573;2573000;A
2574;2574000;B
2575;2575000;A
2576;2576000;B
2577;2577000;A
2578;2578000;B
2579;2579000;A
2580;2580000;B
2581;2581000;A
2582;2582000;B
2583;2583000;A
2584;2584000;B
2585;2585000;A
2586;2586000;B
2587;2587000;A
2588;2588000;B
2589;2589000;A
2590;2590000;B
2591;2591000;A
2592;2592000;B
2593;2593000;A
2594;2594000;B
2595;2595000;A
2596;2596000;B
2597;2597000;A
2598;2598000;B
2599;2599000;A
2600;2600000;B
2601;2601000;A
2602;2602000;B
2603;2603000;A
2604;2604000;B
2605;2605000;A
2606;2606000;B
2607;2607000;A
2608;2608000;B
2609;2609000;A
2610;2610000;B
2611;2611000;A
2612;2612000;B
2613;2613000;A
2614;2614000;B
2615;2615000;A
2616;2616000;B
2617;2617000;A
2618;2618000;B
2619;2619000;A
2620;2620000;B
2621;2621000;A
2622;2622000;B
2623;2623000;A
2624;2624000;B
2625;2625000;A
2626;2626000;B
2627;2627000;A
2628;2628000;B
2629;2629000;A
2630;2630000;B
2631;2631000;A
2632;2632000;B
2633;2633000;A
2634;2634000;B
2635;2635000;A
2636;2636000;B
2637;2637000;A
2638;2638000;B
2639;2639000;A
2640;2640000;B
2641;2641000;A
2642;2642000;B
2643;2643000;A
2644;2644000;B
2645;2645000;A
2646;2646000;B
2647;2647000;A
2648;2648000;B
2649;2649000;A
2650;2650000;B
2651;2651000;A
2652;2652000;B
2653;2653000;A
2654;2654000;B
2655;2655000;A
2656;2656000;B
2657;2657000;A
2658;2658000;B
2659;2659000;A
2660;2660000;B
2661;2661000;A
2662;2662000;B
2663;2663000;A
2664;2664000;B
2665;2665000;A
2666;2666000;B
2667;2667000;A
2668;2668000;B
2669;2669000;A
2670;2670000;B
2671;2671000;A
2672;2672000;B
2673;2673000;A
2674;2674000;B
2675;2675000;A
2676;2676000;B
2677;2677000;A
2678;2678000;B
2679;2679000;A
2680;2680000;B
2681;2681000;A
2682;2682000;B
2683;2683000;A
2684;2684000;B
2685;2685000;A
2686;2686000;B
2687;2687000;A
2688;2688000;B
2689;2689000;A
2690;2690000;B
2691;2691000;A
2692;2692000;B
2693;2693000;A
2694;2694000;B
2695;2695000;A
2696;2696000;B
2697;2697000;A
2698;2698000;B
2699;2699000;A
2700;2700000;B
2701;2701000;A
2702;2702000;B
2703;2703000;A
2704;2704000;B
2705;2705000;A
2706;2706000;B
2707;2707000;A
2708;2708000;B
2709;2709000;A
2710;2710000;B
2711;2711000;A
2712;2712000;B
2713;2713000;A
2714;2714000;B
2715;2715000;A
2716;2716000;B
2717;2717000;A
2718;2718000;B
2719;2719000;A
2720;2720000;B
2721;2721000;A
2722;2722000;B
2723;2723000;A
2724;2724000;B
2725;2725000;A
2726;2726000;B
2727;2727000;A
2728;2728000;B
2729;2729000;A
2730;2730000;B
2731;2731000;A
2732;2732000;B
2733;2733000;A
2734;2734000;B
2735;2735000;A
2736;2736000;B
2737;2737000;A
2738;2738000;B
2739;2739000;A
2740;2740000;B
2741;2741000;A
2742;2742000;B
2743;2743000;A
2744;2744000;B
2745;2745000;A
2746;2746000;B
2747;2747000;A
2748;2748000;B
2749;2749000;A
2750;2750000;B
2751;2751000;A
2752;2752000;B
2753;2753000;A
2754;2754000;B
2755;2755000;A
2756;2756000;B
2757;2757000;A
2758;2758000;B
2759;2759000;A
2760;2760000;B
2761;2761000;A
2762;2762000;B
2763;2763000;A
2764;2764000;B
2765;2765000;A
2766;2766000;B
2767;2767000;A
2768;2768000;B
2769;2769000;A
2770;2770000;B
2771;2771000;A
2772;2772000;B
2773;2773000;A
2774;2774000;B
2775;2775000;A
2776;2776000;B
2777;2777000;A
2778;2778000;B
2779;2779000;A
2780;2780000;B
2781;2781000;A
2782;2782000;B
2783;2783000;A
2784;2784000;B
2785;2785000;A
2786;2786000;B
2787;2787000;A
2788;2788000;B
2789;2789000;A
2790;2790000;B
2791;2791000;A
2792;2792000;B
2793;2793000;A
2794;2794000;B
2795;2795000;A
2796;2796000;B
2797;2797000;A
2798;2798000;B
2799;2799000;A
2800;2800000;B
2801;2801000;A
2802;2802000;B
2803;2803000;A
2804;2804000;B
2805;2805000;A
2806;2806000;B
2807;2807000;A
2808;2808000;B
2809;2809000;A
2810;2810000;B
2811;2811000;A
2812;2812000;B
2813;2813000;A
2814;2814000;B
2815;2815000;A
2816;2816000;B
2817;2817000;A
2818;2818000;B
2819;2819000;A
2820;2820000;B
2821;2821000;A
2822;2822000;B
2823;2823000;A
2824;2824000;B
2825;2825000;A
2826;2826000;B
2827;2827000;A
2828;2828000;B
2829;2829000;A
2830;2830000;B
2831;2831000;A
2832;2832000;B
2833;2833000;A
2834;2834000;B
2835;2835000;A
2836;2836000;B
2837;2837000;A
2838;2838000;B
2839;2839000;A
2840;2840000;B
2841;2841000;A
2842;2842000;B
2843;2843000;A
2844;2844000;B
2845;2845000;A
2846;2846000;B
2847;2847000;A
2848;2848000;B
2849;2849000;A
2850;2850000;B
2851;2851000;A
2852;2852000;B
2853;2853000;A
2854;2854000;B
2855;2855000;A
2856;2856000;B
2857;2857000;A
2858;2858000;B
2859;2859000;A
2860;2860000;B
2861;2861000;A
2862;2862000;B
2863;2863000;A
2864;2864000;B
2865;2865000;A
2866;2866000;B
2867;2867000;A
2868;2868000;B
2869;2869000;A
2870;2870000;B
2871;2871000;A
2872;2872000;B
2873;2873000;A
2874;2874000;B
2875;2875000;A
2876;2876000;B
2877;2877000;A
2878;2878000;B
2879;2879000;A
2880;2880000;B
2881;2881000;A
2882;2882000;B
2883;2883000;A
2884;2884000;B
2885;2885000;A
2886;2886000;B
2887;2887000;A
2888;2888000;B
2889;2889000;A
2890;2890000;B
2891;2891000;A
2892;2892000;B
2893;2893000;A
2894;2894000;B
2895;2895000;A
2896;2896000;B
2897;2897000;A
2898;2898000;B
2899;2899000;A
2900;2900000;B
2901;2901000;A
2902;2902000;B
2903;2903000;A
2904;2904000;B
2905;2905000;A
2906;2906000;B
2907;2907000;A
2908;2908000;B
2909;2909000;A
2910;2910000;B
2911;2911000;A
2912;2912000;B
2913;2913000;A
2914;2914000;B
2915;2915000;A
2916;2916000;B
2917;2917000;A
2918;2918000;B
2919;2919000;A
2920;2920000;B
2921;2921000;A
2922;2922000;B
2923;2923000;A
2924;2924000;B
2925;2925000;A
2926;2926000;B
2927;2927000;A
2928;2928000;B
2929;2929000;A
2930;2930000;B
2931;2931000;A
2932;2932000;B
2933;2933000;A
2934;2934000;B
2935;2935000;A
2936;2936000;B
2937;2937000;A
2938;2938000;B
2939;2939000;A
2940;2940000;B
2941;2941000;A
2942;2942000;B
2943;2943000;A
2944;2944000;B
2945;2945000;A
2946;2946000;B
2947;2947000;A
2948;2948000;B
2949;2949000;A
2950;2950000;B
2951;2951000;A
2952;2952000;B
2953;2953000;A
2954;2954000;B
2955;2955000;A
2956;2956000;B
2957;2957000;A
2958;2958000;B
2959;2959000;A
2960;2960000;B
2961;2961000;A
2962;2962000;B
2963;2963000;A
2964;2964000;B
2965;2965000;A
2966;2966000;B
2967;2967000;A
2968;2968000;B
2969;2969000;A
2970;2970000;B
2971;2971000;A
2972;2972000;B
2973;2973000;A
2974;2974000;B
2975;2975000;A
2976;2976000;B
2977;2977000;A
2978;2978000;B
2979;2979000;A
2980;2980000;B
2981;2981000;A
2982;2982000;B
2983;2983000;A
2984;2984000;B
2985;2985000;A
2986;2986000;B
2987;2987000;A
2988;2988000;B
2989;2989000;A
2990;2990000;B
2991;2991000;A
2992;2992000;B
2993;2993000;A
2994;2994000;B
2995;2995000;A
2996;2996000;B
2997;2997000;A
2998;2998000;B
2999;2999000;A
3000;3000000;B
3001;3001000;A
3002;3002000;B
3003;3003000;A
3004;3004000;B
3005;3005000;A
3006;3006000;B
3007;3007000;A
3008;3008000;B
3009;3009000;A
3010;3010000;B
3011;3011000;A
3012;3012000;B
3013;3013000;A
3014;3014000;B
3015;3015000;A
3016;3016000;B
3017;3017000;A
3018;3018000;B
3019;3019000;A
3020;3020000;B
3021;3021000;A
3022;3022000;B
3023;3023000;A
3024;3024000;B
3025;3025000;A
3026;3026000;B
3027;3027000;A
3028;3028000;B
3029;3029000;A
3030;3030000;B
3031;3031000;A
3032;3032000;B
3033;3033000;A
3034;3034000;B
3035;3035000;A
3036;3036000;B
3037;3037000;A
3038;3038000;B
3039;3039000;A
3040;3040000;B
3041;3041000;A
3042;3042000;B
3043;3043000;A
3044;3044000;B
3045;3045000;A
3046;3046000;B
3047;3047000;A
3048;3048000;B
3049;3049000;A
3050;3050000;B
3051;3051000;A
3052;3052000;B
3053;3053000;A
3054;3054000;B
3055;3055000;A
3056;3056000;B
3057;3057000;A
3058;3058000;B
3059;3059000;A
3060;3060000;B
3061;3061000;A
3062;3062000;B
3063;3063000;A
3064;3064000;B
3065;3065000;A
3066;3066000;B
3067;3067000;A
3068;3068000;B
3069;3069000;A
3070;3070000;B
3071;3071000;A
3072;3072000;B
3073;3073000;A
3074;3074000;B
3075;3075000;A
3076;3076000;B
3077;3077000;A
3078;3078000;B
3079;3079000;A
3080;3080000;B
3081;3081000;A
3082;3082000;B
3083;3083000;A
3084;3084000;B
3085;3085000;A
3086;3086000;B
3087;3087000;A
3088;3088000;B
3089;3089000;A
3090;3090000;B
3091;3091000;A
3092;3092000;B
3093;3093000;A
3094;3094000;B
3095;3095000;A
3096;3096000;B
3097;3097000;A
3098;3098000;B
3099;3099000;A
3100;3100000;B
3101;3101000;A
3102;3102000;B
3103;3103000;A
3104;3104000;B
3105;3105000;A
3106;3106000;B
3107;3107000;A
3108;3108000;B
3109;3109000;A
3110;3110000;B
3111;3111000;A
3112;3112000;B
3113;3113000;A
3114;3114000;B
3115;3115000;A
3116;3116000;B
3117;3117000;A
3118;3118000;B
3119;3119000;A
3120;3120000;B
3121;3121000;A
3122;3122000;B
3123;3123000;A
3124;3124000;B
3125;3125000;A
3126;3126000;B
3127;3127000;A
3128;3128000;B
3129;3129000;A
3130;3130000;B
3131;3131000;A
3132;3132000;B
3133;3133000;A
3134;3134000;B
3135;3135000;A
3136;3136000;B
3137;3137000;A
3138;3138000;B
3139;3139000;A
3140;3140000;B
3141;3141000;A
3142;3142000;B
3143;3143000;A
3144;3144000;B
3145;3145000;A
3146;3146000;B
